Paragraph,Tasks
Bases: nltk.parse.chart.CachedTopDownPredictRule,
Bases: nltk.parse.earleychart.CompleteFundamentalRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
A demonstration of the Earley parsers.,
Bases: object,
Class for measuring labelled and unlabelled attachment score for dependency parsing. Note that the evaluation ignores punctuation.,
Return the Labeled Attachment Score (LAS) and Unlabeled Attachment Score (UAS),"Return Labeled attachment score, Return Unlabeled attachment score"
""":return : tuple(float,float)""",
Extension of chart parsing implementation to handle grammars with feature structures as nodes.,
Bases: nltk.parse.featurechart.FeatureChartParser,
Bases: nltk.parse.featurechart.FeatureChartParser,
Bases: nltk.parse.chart.BottomUpPredictCombineRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.BottomUpPredictRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.Chart,
A Chart for feature grammars. :see: Chart for more information.,
"""Return an iterator of the complete tree structures that span the entire chart, and whose root node is root.""",Return iterator that span chart
Returns an iterator over the edges in this chart. See Chart.select for more information about the restrictions on the edges.,Return iterator over edges
Bases: nltk.parse.chart.ChartParser,
Bases: nltk.parse.chart.EmptyPredictRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.FundamentalRule,
"""A specialized version of the fundamental rule that operates on nonterminals whose symbols are FeatStructNonterminal``s.  Rather tha simply comparing the nonterminals for equality, they are unified.  Variable bindings from these unifications are collected and stored in the chart using a ``FeatureTreeEdge. When a complete edge is generated, these bindings are applied to all nonterminals in the edge.""",
The fundamental rule states that:,
[A -> alpha \* B1 beta][i:j],
[B2 -> gamma \*][j:k],
licenses the edge:,
[A -> alpha B3 \* beta][i:j],
assuming that B1 and B2 can be unified to generate B3.,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.SingleEdgeFundamentalRule,
"""A specialized version of the completer / single edge fundamental rule that operates on nonterminals whose symbols are ``FeatStructNonterminal``s. Rather than simply comparing the nonterminals for equality, they are unified.""",
Bases: nltk.parse.featurechart.FeatureChartParser,
Bases: nltk.parse.chart.TopDownInitRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.CachedTopDownPredictRule,
"""A specialized version of the (cached) top down predict rule that operates on nonterminals whose symbols are ``FeatStructNonterminal``s. Rather than simply comparing the nonterminals for equality, they are unified.""",
The top down expand rule states that:,
[A -> alpha \* B1 beta][i:j],
licenses the edge:,
[B2 -> \* gamma][j:j],
"""for each grammar production B2 -> gamma, assuming that B1 and B2 can be unified.""",
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.TreeEdge,
A specialized tree edge that allows shared variable bindings between nonterminals on the left-hand side and right-hand side.,
"""Each FeatureTreeEdge contains a set of bindings, i.e., a dictionary mapping from variables to values. If the edge is not complete, then these bindings are simply stored. However, if the edge is complete, then the constructor applies these bindings to every nonterminal in the edge whose symbol implements the interface SubstituteBindingsI.""",
Return a copy of this edge’s bindings dictionary.,Return edge bindings
"""A new TreeEdge formed from the given production. The new edge’s left-hand side and right-hand side will be taken from production; its span will be (index,index); and its dot position will be 0.""",
TreeEdge,
"""A new FeatureTreeEdge formed from this edge. The new edge’s dot position is increased by 1, and its end index will be replaced by new_end.""",
FeatureTreeEdge,
new_end (int) – The new end index.,
bindings (dict) – Bindings for the new edge.,
The set of variables used by this edge.,
set(Variable),
Bases: nltk.parse.featurechart.FeatureChart,
"""A specialized chart that ‘instantiates’ variables whose names start with ‘@’, by replacing them with unique new variables. In particular, whenever a complete edge is added to the chart, any variables in the edge’s lhs whose names start with ‘@’ will be replaced by unique new ``Variable``s.""",
Clear the chart.,
"""Add a new edge to the chart, and return True if this operation modified the chart. In particular, return true iff the chart did not already contain edge, or if it did not already associate child_pointer_lists with edge.""","Add new edge to chart, Return True, Modify Chart"
edge (EdgeI) – The new edge,
child_pointer_lists (sequence of tuple(EdgeI)) – A sequence of lists of the edges that were used to form this edge. This list is used to reconstruct the trees (or partial trees) that are associated with edge.,
bool,
"""If the edge is a FeatureTreeEdge, and it is complete, then instantiate all variables whose names start with ‘@’, by replacing them with unique new variables.""",
"""Note that instantiation is done in-place, since the parsing algorithms might already hold a reference to the edge for future use.""",
Generates an iterator of all sentences from a CFG.,
grammar – The Grammar used to generate sentences.,
start – The Nonterminal from which to start generate sentences.,
depth – The maximal depth of the generated tree.,
n – The maximum number of sentences to return.,
An iterator of lists of terminal tokens.,
Bases: nltk.parse.api.ParserI,
A class for dependency parsing with MaltParser. The input is the paths to: - a maltparser directory - (optionally) the path to a pre-trained MaltParser .mco model file - (optionally) the tagger to use for POS tagging before parsing - (optionally) additional Java arguments,
This function generates the maltparser command use at the terminal.,
inputfilename (str) – path to the input file,
outputfilename (str) – path to the output file,
"""Use MaltParser to parse multiple sentences. Takes a list of sentences, where each sentence is a list of words. Each sentence will be automatically tagged with this MaltParser instance’s tagger.""",
sentences – Input sentences to parse,
iter(DependencyGraph),
"""Use MaltParser to parse multiple POS tagged sentences. Takes multiple sentences where each sentence is a list of (word, tag) tuples. The sentences must have already been tokenized and tagged.""",
sentences – Input sentences to parse,
iter(iter(DependencyGraph)) the dependency graph,
representation of each sentence,
Train MaltParser from a list of DependencyGraph objects,Train MaltParser
depgraphs (DependencyGraph) – list of DependencyGraph objects for training input data,
Train MaltParser from a file :param conll_file: str for the filename of the training input data :type conll_file: str,Train MaltParser
A module to find pre-trained MaltParser model.,
A module to find MaltParser .jar file and its dependencies.,
Bases: nltk.parse.nonprojectivedependencyparser.DependencyScorerI,
graph (DependencyGraph) – A dependency graph whose set of edges need to be,
"""scored. :rtype: A three-dimensional list of numbers. :return: The score is returned in a multidimensional(3) list, such that the outer-dimension refers to the head, and the inner-dimension refers to the dependencies. For instance, scores[0][1] would reference the list of scores corresponding to arcs from node 0 to node 1. The node’s ‘address’ field can be used to determine its number identification.""",
"""For further illustration, a score list corresponding to Fig.2 of Keith Hall’s ‘K-best Spanning Tree Parsing’ paper:""",
"""[[], [], [11], [4]], [[], [10], [], [5]], [[], [8], [8], []]]""",
"""When used in conjunction with a MaxEntClassifier, each score would correspond to the confidence of a particular edge being classified with the positive training examples.""",
graphs (list(DependencyGraph)) – A list of dependency graphs to train the scorer.,
"""Typically the edges present in the graphs can be used as positive training examples, and the edges not present as negative examples.""",
Bases: object,
"""A scorer for calculated the weights on the edges of a weighted dependency graph. This is used by a ProbabilisticNonprojectiveParser to initialize the edge weights of a DependencyGraph. While typically this would be done by training a binary classifier, any class that can return a multidimensional list representation of the edge weights can implement this interface. As such, it has no necessary fields.""",
graph (DependencyGraph) – A dependency graph whose set of edges need to be,
"""scored. :rtype: A three-dimensional list of numbers. :return: The score is returned in a multidimensional(3) list, such that the outer-dimension refers to the head, and the inner-dimension refers to the dependencies. For instance, scores[0][1] would reference the list of scores corresponding to arcs from node 0 to node 1. The node’s ‘address’ field can be used to determine its number identification.""",
"""For further illustration, a score list corresponding to Fig.2 of Keith Hall’s ‘K-best Spanning Tree Parsing’ paper:""",
"""[[], [], [11], [4]], [[], [10], [], [5]], [[], [8], [8], []]]""",
"""When used in conjunction with a MaxEntClassifier, each score would correspond to the confidence of a particular edge being classified with the positive training examples.""",
graphs (list(DependencyGraph)) – A list of dependency graphs to train the scorer.,
"""Typically the edges present in the graphs can be used as positive training examples, and the edges not present as negative examples.""",
Bases: nltk.parse.nonprojectivedependencyparser.DependencyScorerI,
"""A dependency scorer built around a MaxEnt classifier. In this particular class that classifier is a NaiveBayesClassifier. It uses head-word, head-tag, child-word, and child-tag features for classification.""",
"""Converts the graph into a feature-based representation of each edge, and then assigns a score to each based on the confidence of the classifier in assigning it to the positive label. Scores are returned in a multidimensional list.""","Convert graph into feature-based representation, Assign score, Assign to positive label, Return scores in multidimensional list"
graph (DependencyGraph) – A dependency graph to score.,
3 dimensional list,
Edge scores for the graph parameter.,
"""Trains a NaiveBayesClassifier using the edges present in graphs list as positive examples, the edges not present as negative examples. Uses a feature vector of head-word, head-tag, child-word, and child-tag.""","Use edges present list as positive examples, Train NaiveBayesClassifier"
graphs (list(DependencyGraph)) – A list of dependency graphs to train the scorer.,
Bases: object,
"""A non-projective, rule-based, dependency parser. This parser will return the set of all possible non-projective parses based on the word-to-word relations defined in the parser’s dependency grammar, and will allow the branches of the parse tree to cross in order to capture a variety of linguistic phenomena that a projective parser will not.""",
"""Parses the input tokens with respect to the parser’s grammar. Parsing is accomplished by representing the search-space of possible parses as a fully-connected directed graph. Arcs that would lead to ungrammatical parses are removed and a lattice is constructed of length n, where n is the number of input tokens, to represent all possible grammatical traversals. All possible paths through the lattice are then enumerated to produce the set of non-projective parses.""",
param tokens: A list of tokens to parse. type tokens: list(str) return: An iterator of non-projective parses. rtype: iter(DependencyGraph),
Bases: object,
A probabilistic non-projective dependency parser.,
"""Nonprojective dependencies allows for “crossing branches” in the parse tree which is necessary for representing particular linguistic phenomena, or even typical parses in some languages. This parser follows the MST parsing algorithm, outlined in McDonald(2005), which likens the search for the best non-projective parse to finding the maximum spanning tree in a weighted directed graph.""",
Returns the source of the best incoming arc to the node with address: node_index,
"""node_index (integer.) – The address of the ‘destination’ node,""",
the node that is arced to.,
"""Takes a list of nodes that have been identified to belong to a cycle, and collapses them into on larger node. The arcs of all nodes in the graph must be updated to account for this.""",Collapse list of nodes
new_node (Node.) – A Node (Dictionary) to collapse the cycle nodes into.,
"""cycle_path (A list of integers.) – A list of node addresses, each of which is in the cycle.""",
"""b_graph, c_graph (g_graph,) – Graphs which need to be updated.""",
When updating scores the score of the highest-weighted incoming arc is subtracted upon collapse. This returns the correct amount to subtract from that edge.,
column_index (integer.) – A index representing the column of incoming arcs,
to a particular node being updated :type cycle_indexes: A list of integers. :param cycle_indexes: Only arcs from cycle nodes are considered. This is a list of such nodes addresses.,
"""As nodes are collapsed into others, they are replaced by the new node in the graph, but it’s still necessary to keep track of what these original nodes were. This takes a list of node addresses and replaces any collapsed node addresses with their original addresses.""",
new_indexes (A list of integers.) – A list of node addresses to check for,
subsumed nodes.,
Assigns a score to every edge in the DependencyGraph graph. These scores are generated via the parser’s scorer which was assigned during the training process.,Assign score
graph (DependencyGraph) – A dependency graph to assign scores to.,
Parses a list of tokens in accordance to the MST parsing algorithm for non-projective dependency parses. Assumes that the tokens to be parsed have already been tagged and those tags are provided. Various scoring methods can be used by implementing the DependencyScorerI interface and passing it to the training algorithm.,Parse list of tokens
tokens (list(str)) – A list of words or punctuation to be parsed.,
tags (list(str)) – A list of tags corresponding by index to the words in the tokens list.,
An iterator of non-projective parses.,
iter(DependencyGraph),
"""Trains a DependencyScorerI from a set of DependencyGraph objects, and establishes this as the parser’s scorer. This is used to initialize the scores on a DependencyGraph during the parsing procedure.""",
graphs (list(DependencyGraph)) – A list of dependency graphs to train the scorer.,
dependency_scorer (DependencyScorerI) – A scorer which implements the DependencyScorerI interface.,
Updates the edge scores to reflect a collapse operation into new_node.,
new_node (A Node.) – The node which cycle nodes are collapsed into.,
cycle_path (A list of integers.) – A list of node addresses that belong to the cycle.,
Classes and interfaces for associating probabilities with tree structures that represent the internal organization of a text. The probabilistic parser module defines BottomUpProbabilisticChartParser.,
"""BottomUpProbabilisticChartParser is an abstract class that implements a bottom-up chart parser for PCFG grammars. It maintains a queue of edges, and adds them to the chart one at a time. The ordering of this queue is based on the probabilities associated with the edges, allowing the parser to expand more likely edges before less likely ones. Each subclass implements a different queue ordering, producing different search strategies. Currently the following subclasses are defined:""",
InsideChartParser searches edges in decreasing order of their trees’ inside probabilities.,
RandomChartParser searches edges in random order.,
LongestChartParser searches edges in decreasing order of their location’s length.,
"""The BottomUpProbabilisticChartParser constructor has an optional argument beam_size. If non-zero, this controls the size of the beam (aka the edge queue). This option is most useful with InsideChartParser.""",
Bases: nltk.parse.api.ParserI,
"""An abstract bottom-up parser for PCFG grammars that uses a Chart to record partial results. BottomUpProbabilisticChartParser maintains a queue of edges that can be added to the chart. This queue is initialized with edges for each token in the text that is being parsed. BottomUpProbabilisticChartParser inserts these edges into the chart one at a time, starting with the most likely edges, and proceeding to less likely edges. For each edge that is added to the chart, it may become possible to insert additional edges into the chart; these are added to the queue. This process continues until enough complete parses have been generated, or until the queue is empty.""",
The sorting order for the queue is not specified by BottomUpProbabilisticChartParser. Different sorting orders will result in different search strategies. The sorting order for the queue is defined by the method sort_queue; subclasses are required to provide a definition for this method.,
_grammar – The grammar used to parse sentences.,
_trace – The level of tracing output that should be generated when parsing a text.,
The grammar used by this parser.,
An iterator that generates parse trees for the sentence.,
When possible this list is sorted from most likely to least likely.,
sent (list(str)) – The sentence to be parsed,
iter(Tree),
"""Sort the given queue of Edge objects, placing the edge that should be tried first at the beginning of the queue. This method will be called after each Edge is added to the queue.""",Sort edge objects
queue (list(Edge)) – The queue of Edge objects to sort. Each edge in this queue is an edge that could be added to the chart by the fundamental rule; but that has not yet been added.,
chart (Chart) – The chart being used to parse the text. This chart can be used to provide extra information for sorting the queue.,
None,
Set the level of tracing output that should be generated when parsing a text.,Set tracing level
trace (int) – The trace level. A trace level of 0 will generate no tracing output; and higher trace levels will produce more verbose tracing output.,
None,
Bases: nltk.parse.pchart.BottomUpProbabilisticChartParser,
"""A bottom-up parser for PCFG grammars that tries edges in descending order of the inside probabilities of their trees. The “inside probability” of a tree is simply the probability of the entire tree, ignoring its context. In particular, the inside probability of a tree generated by production p with children c[1], c[2], …, c[n] is P(p)P(c[1])P(c[2])…P(c[n]); and the inside probability of a token is 1 if it is present in the text, and 0 if it is absent.""",
This sorting order results in a type of lowest-cost-first search strategy.,
"""Sort the given queue of edges, in descending order of the inside probabilities of the edges’ trees.""",Sort edges
queue (list(Edge)) – The queue of Edge objects to sort. Each edge in this queue is an edge that could be added to the chart by the fundamental rule; but that has not yet been added.,
chart (Chart) – The chart being used to parse the text. This chart can be used to provide extra information for sorting the queue.,
None,
Bases: nltk.parse.pchart.BottomUpProbabilisticChartParser,
A bottom-up parser for PCFG grammars that tries longer edges before shorter ones. This sorting order results in a type of best-first search strategy.,
"""Sort the given queue of Edge objects, placing the edge that should be tried first at the beginning of the queue. This method will be called after each Edge is added to the queue.""",
queue (list(Edge)) – The queue of Edge objects to sort. Each edge in this queue is an edge that could be added to the chart by the fundamental rule; but that has not yet been added.,
chart (Chart) – The chart being used to parse the text. This chart can be used to provide extra information for sorting the queue.,
None,
Bases: nltk.parse.chart.AbstractChartRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.AbstractChartRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.AbstractChartRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.chart.LeafEdge,
Bases: nltk.parse.chart.TreeEdge,
"""Return a new TreeEdge formed from the given production. The new edge’s left-hand side and right-hand side will be taken from production; its span will be (index,index); and its dot position will be 0.""",Return TreeEdge
TreeEdge,
Bases: nltk.parse.pchart.BottomUpProbabilisticChartParser,
A bottom-up parser for PCFG grammars that tries edges in random order. This sorting order results in a random search strategy.,
"""Sort the given queue of Edge objects, placing the edge that should be tried first at the beginning of the queue. This method will be called after each Edge is added to the queue.""",Sort edge objects
queue (list(Edge)) – The queue of Edge objects to sort. Each edge in this queue is an edge that could be added to the chart by the fundamental rule; but that has not yet been added.,
chart (Chart) – The chart being used to parse the text. This chart can be used to provide extra information for sorting the queue.,
None,
Bases: nltk.parse.chart.AbstractChartRule,
"""Return a generator that will add edges licensed by this rule and the given edges to the chart, one at a time. Each time the generator is resumed, it will either add a new edge and yield that edge; or return.""","Add edges to chart, Add new edge"
edges (list(EdgeI)) – A set of existing edges. The number of edges that should be passed to apply() is specified by the NUM_EDGES class variable.,"Pass edges to apply(), Specify number of edges"
iter(EdgeI),
Bases: nltk.parse.pchart.BottomUpProbabilisticChartParser,
A bottom-up parser for PCFG grammars that tries edges in whatever order.,
"""Sort the given queue of Edge objects, placing the edge that should be tried first at the beginning of the queue. This method will be called after each Edge is added to the queue.""",
queue (list(Edge)) – The queue of Edge objects to sort. Each edge in this queue is an edge that could be added to the chart by the fundamental rule; but that has not yet been added.,
chart (Chart) – The chart being used to parse the text. This chart can be used to provide extra information for sorting the queue.,
None,
"""A demonstration of the probabilistic parsers. The user is prompted to select which demo to run, and how many parses should be found; and then each parser is run on the same demo, and a summary of the results are displayed.""",
Bases: object,
"""A cell from the parse chart formed when performing the CYK algorithm. Each cell keeps track of its x and y coordinates (though this will probably be discarded), and a list of spans serving as the cell’s entries.""",
Appends the given span to the list of spans representing the chart cell’s entries.,
span (DependencySpan) – The span to add.,
Bases: object,
"""A contiguous span over some part of the input string representing dependency (head -> modifier) relationships amongst words. An atomic span corresponds to only one word so it isn’t a ‘span’ in the conventional sense, as its _start_index = _end_index = _head_index for concatenation purposes. All other spans are assumed to have arcs between all nodes within the start and end indexes of the span, and one head index corresponding to the head word for the entire span. This is the same as the root node if the dependency structure were depicted as a graph.""",
An value indexing the head of the entire DependencySpan.,
int,
Bases: object,
"""A probabilistic, projective dependency parser.""",
"""This parser returns the most probable projective parse derived from the probabilistic dependency grammar derived from the train() method. The probabilistic model is an implementation of Eisner’s (1996) Model C, which conditions on head-word, head-tag, child-word, and child-tag. The decoding uses a bottom-up chart-based span concatenation algorithm that’s identical to the one utilized by the rule-based projective parser.""",
Computes the probability of a dependency graph based on the parser’s probability model (defined by the parser’s statistical dependency grammar).,Compute dependency graph probability
dg (DependencyGraph) – A dependency graph to score.,
The probability of the dependency graph.,
int,
"""Concatenates the two spans in whichever way possible. This includes rightward concatenation (from the leftmost word of the leftmost span to the rightmost word of the rightmost span) and leftward concatenation (vice-versa) between adjacent spans. Unlike Eisner’s presentation of span concatenation, these spans do not share or pivot on a particular word/word-index.""",Concatenate spans
A list of new spans formed through concatenation.,
list(DependencySpan),
Parses the list of tokens subject to the projectivity constraint and the productions in the parser’s grammar. This uses a method similar to the span-concatenation algorithm defined in Eisner (1996). It returns the most probable parse derived from the parser’s probabilistic dependency grammar.,
"""Trains a ProbabilisticDependencyGrammar based on the list of input DependencyGraphs. This model is an implementation of Eisner’s (1996) Model C, which derives its statistics from head-word, head-tag, child-word, and child-tag relationships.""",
graphs – A list of dependency graphs to train from.,
list(DependencyGraph),
Bases: object,
"""A projective, rule-based, dependency parser. A ProjectiveDependencyParser is created with a DependencyGrammar, a set of productions specifying word-to-word dependency relations. The parse() method will then return the set of all parses, in tree representation, for a given input sequence of tokens. Each parse must meet the requirements of the both the grammar and the projectivity constraint which specifies that the branches of the dependency tree are not allowed to cross. Alternatively, this can be understood as stating that each parent node and its children in the parse tree form a continuous substring of the input sequence.""",
"""Concatenates the two spans in whichever way possible. This includes rightward concatenation (from the leftmost word of the leftmost span to the rightmost word of the rightmost span) and leftward concatenation (vice-versa) between adjacent spans. Unlike Eisner’s presentation of span concatenation, these spans do not share or pivot on a particular word/word-index.""",Concatenate spans
A list of new spans formed through concatenation.,
list(DependencySpan),
"""Performs a projective dependency parse on the list of tokens using a chart-based, span-concatenation algorithm similar to Eisner (1996).""",
tokens (list(str)) – The list of input tokens.,
An iterator over parse trees.,
iter(Tree),
A demonstration showing the creation of a DependencyGrammar in which a specific number of modifiers is listed for a given head. This can further constrain the number of possible parses created by a ProjectiveDependencyParser.,
A demo showing the training and use of a projective dependency parser.,
A demonstration showing the creation and use of a DependencyGrammar to perform a projective dependency parse.,
Bases: nltk.parse.api.ParserI,
"""A simple top-down CFG parser that parses texts by recursively expanding the fringe of a Tree, and matching it against a text.""",
RecursiveDescentParser uses a list of tree locations called a “frontier” to remember which subtrees have not yet been expanded and which leaves have not yet been matched against the text. Each tree location consists of a list of child indices specifying the path from the root of the tree to a subtree or a leaf; see the reference documentation for Tree for more information about tree locations.,
"""When the parser begins parsing a text, it constructs a tree containing only the start symbol, and a frontier containing the location of the tree’s root node. It then extends the tree to cover the text, using the following recursive procedure:""",
"""If the frontier is empty, and the text is covered by the tree, then return the tree as a possible parse.""",
"""If the frontier is empty, and the text is not covered by the tree, then return no parses.""",
"""If the first element of the frontier is a subtree, then use CFG productions to “expand” it. For each applicable production, add the expanded subtree’s children to the frontier, and recursively find all parses that can be generated by the new tree and frontier.""",
"""If the first element of the frontier is a token, then “match” it against the next token from the text. Remove the token from the frontier, and recursively find all parses that can be generated by the new tree and frontier.""",
nltk.grammar,
The grammar used by this parser.,
An iterator that generates parse trees for the sentence.,
When possible this list is sorted from most likely to least likely.,
sent (list(str)) – The sentence to be parsed,
iter(Tree),
Set the level of tracing output that should be generated when parsing a text.,
trace (int) – The trace level. A trace level of 0 will generate no tracing output; and higher trace levels will produce more verbose tracing output.,
None,
Bases: nltk.parse.recursivedescent.RecursiveDescentParser,
"""A RecursiveDescentParser that allows you to step through the parsing process, performing a single operation at a time.""",
"""The initialize method is used to start parsing a text. expand expands the first element on the frontier using a single CFG production, and match matches the first element on the frontier against the next text token. backtrack undoes the most recent expand or match operation. step performs a single expand, match, or backtrack operation. parses returns the set of parses that have been found by the parser.""",
"""_history – A list of (rtext, tree, frontier) tripples, containing the previous states of the parser. This history is used to implement the backtrack operation.""",
_tried_e – A record of all productions that have been tried for a given tree. This record is used by expand to perform the next untried production.,
_tried_m – A record of what tokens have been matched for a given tree. This record is used by step to decide whether or not to match a token.,
nltk.grammar,
"""Return the parser to its state before the most recent match or expand operation. Calling undo repeatedly return the parser to successively earlier states. If no match or expand operations have been performed, undo will make no changes.""",
true if an operation was successfully undone.,
bool,
Whether the parser’s current state represents a complete parse.,
bool,
"""Expand the first element of the frontier. In particular, if the first element of the frontier is a subtree whose node type is equal to production’s left hand side, then add a child to that subtree for each element of production’s right hand side. If production is not specified, then use the first untried expandable production. If all expandable productions have been tried, do nothing.""",
"""The production used to expand the frontier, if an expansion was performed. If no expansion was performed, return None.""",
Production or None,
A list of all the productions for which expansions are available for the current parser state.,
list(Production),
"""A list of the tree locations of all subtrees that have not yet been expanded, and all leaves that have not yet been matched.""",
list(tuple(int)),
"""Start parsing a given text. This sets the parser’s tree to the start symbol, its frontier to the root node, and its remaining text to token['SUBTOKENS'].""",
"""Match the first element of the frontier. In particular, if the first element of the frontier has the same type as the next text token, then substitute the text token into the tree.""",
"""The token matched, if a match operation was performed. If no match was performed, return None""",
str or None,
An iterator that generates parse trees for the sentence.,
When possible this list is sorted from most likely to least likely.,
sent (list(str)) – The sentence to be parsed,
iter(Tree),
An iterator of the parses that have been found by this parser so far.,
list of Tree,
The portion of the text that is not yet covered by the tree.,
list(str),
Change the grammar used to parse texts.,
grammar (CFG) – The new grammar.,
"""Perform a single parsing operation. If an untried match is possible, then perform the match, and return the matched token. If an untried expansion is possible, then perform the expansion, and return the production that it is based on. If backtracking is possible, then backtrack, and return True. Otherwise, return None.""","Perform match, Return matched token, Perform expansion, Return production"
None if no operation was performed; a token if a match was performed; a production if an expansion was performed; and True if a backtrack operation was performed.,
Production or String or bool,
A partial structure for the text that is currently being parsed. The elements specified by the frontier have not yet been expanded or matched.,
Tree,
A list of all the untried productions for which expansions are available for the current parser state.,
list(Production),
Whether the first element of the frontier is a token that has not yet been matched.,
bool,
A demonstration of the recursive descent parser.,
Bases: nltk.parse.api.ParserI,
"""A simple bottom-up CFG parser that uses two operations, “shift” and “reduce”, to find a single parse for a text.""",
"""ShiftReduceParser maintains a stack, which records the structure of a portion of the text. This stack is a list of strings and Trees that collectively cover a portion of the text. For example, while parsing the sentence “the dog saw the man” with a typical grammar, ShiftReduceParser will produce the following stack, which covers “the dog saw”:""",
"""ShiftReduceParser attempts to extend the stack to cover the entire text, and to combine the stack elements into a single tree, producing a complete parse for the sentence.""",
"""Initially, the stack is empty. It is extended to cover the text, from left to right, by repeatedly applying two operations:""",
“shift” moves a token from the beginning of the text to the end of the stack.,
“reduce” uses a CFG production to combine the rightmost stack elements into a single Tree.,
"""Often, more than one operation can be performed on a given stack. In this case, ShiftReduceParser uses the following heuristics to decide which operation to perform:""",
Only shift if no reductions are available.,
"""If multiple reductions are available, then apply the reduction whose CFG production is listed earliest in the grammar.""",
"""Note that these heuristics are not guaranteed to choose an operation that leads to a parse of the text. Also, if multiple parses exists, ShiftReduceParser will return at most one of them.""",
nltk.grammar,
The grammar used by this parser.,
An iterator that generates parse trees for the sentence.,
When possible this list is sorted from most likely to least likely.,
sent (list(str)) – The sentence to be parsed,
iter(Tree),
Set the level of tracing output that should be generated when parsing a text.,Set tracing level
trace (int) – The trace level. A trace level of 0 will generate no tracing output; and higher trace levels will produce more verbose tracing output.,
None,
Bases: nltk.parse.shiftreduce.ShiftReduceParser,
"""A ShiftReduceParser that allows you to setp through the parsing process, performing a single operation at a time. It also allows you to change the parser’s grammar midway through parsing a text.""",
"""The initialize method is used to start parsing a text. shift performs a single shift operation, and reduce performs a single reduce operation. step will perform a single reduce operation if possible; otherwise, it will perform a single shift operation. parses returns the set of parses that have been found by the parser.""",
"""_history – A list of (stack, remaining_text) pairs, containing all of the previous states of the parser. This history is used to implement the undo operation.""",
nltk.grammar,
