library_name,paragraph,task,has_example,example_page
orjson,"orjson serializes instances of dataclasses.dataclass natively. It serializes
instances 40-50x as fast as other libraries and avoids a severe slowdown seen
in other libraries compared to serializing dict.",serialize instances,False,
orjson,"It is supported to pass all variants of dataclasses, including dataclasses
using __slots__, frozen dataclasses, those with optional or default
attributes, and subclasses. There is a performance benefit to not
using __slots__.",pass variants of dataclasses,False,
orjson,"It is supported to pass all variants of dataclasses, including dataclasses
using __slots__, frozen dataclasses, those with optional or default
attributes, and subclasses. There is a performance benefit to not
using __slots__.",use subclasses,False,
orjson,"It is supported to pass all variants of dataclasses, including dataclasses
using __slots__, frozen dataclasses, those with optional or default
attributes, and subclasses. There is a performance benefit to not
using __slots__.",use __slots__,False,
orjson,"It is supported to pass all variants of dataclasses, including dataclasses
using __slots__, frozen dataclasses, those with optional or default
attributes, and subclasses. There is a performance benefit to not
using __slots__.",support  including dataclasses,False,
orjson,"This measures serializing 555KiB of JSON, orjson natively and other libraries
using default to serialize the output of dataclasses.asdict(). This can be
reproduced using the pydataclass script.",serialize 555KiB of JSON natively,False,
orjson,"This measures serializing 555KiB of JSON, orjson natively and other libraries
using default to serialize the output of dataclasses.asdict(). This can be
reproduced using the pydataclass script.",serialize 555KiB of other libraries,False,
orjson,"This measures serializing 555KiB of JSON, orjson natively and other libraries
using default to serialize the output of dataclasses.asdict(). This can be
reproduced using the pydataclass script.",use default,False,
orjson,"This measures serializing 555KiB of JSON, orjson natively and other libraries
using default to serialize the output of dataclasses.asdict(). This can be
reproduced using the pydataclass script.",serialize output of dataclasses.asdict(),False,
orjson,"This measures serializing 555KiB of JSON, orjson natively and other libraries
using default to serialize the output of dataclasses.asdict(). This can be
reproduced using the pydataclass script.",use pydataclass script,False,
orjson,"Dataclasses are serialized as maps, with every attribute serialized and in
the order given on class definition:",serialize dataclasses with attribute,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"Dataclasses are serialized as maps, with every attribute serialized and in
the order given on class definition:",serialize dataclasses as maps,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"Users may wish to control how dataclass instances are serialized, e.g.,
to not serialize an attribute or to change the name of an
attribute when serialized. orjson may implement support using the
metadata mapping on field attributes,
e.g., field(metadata={""json_serialize"": False}), if use cases are clear.",serialize dataclass instances,False,
orjson,"Users may wish to control how dataclass instances are serialized, e.g.,
to not serialize an attribute or to change the name of an
attribute when serialized. orjson may implement support using the
metadata mapping on field attributes,
e.g., field(metadata={""json_serialize"": False}), if use cases are clear.",use metadata mapping on field attributes,False,
orjson,"orjson serializes datetime.datetime objects to
RFC 3339 format,
e.g., ""1970-01-01T00:00:00+00:00"". This is a subset of ISO 8601 and
compatible with isoformat() in the standard library.",serialize datetime.datetime objects to RFC,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"datetime.datetime supports instances with a tzinfo that is None,
datetime.timezone.utc or a timezone instance from
the pendulum, pytz, or dateutil/arrow libraries.",support instances with tzinfo,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"It is faster to have orjson serialize datetime objects than to do so
before calling dumps(). If using an unsupported type such as
pendulum.datetime, use default.",call dumps(),False,
orjson,"It is faster to have orjson serialize datetime objects than to do so
before calling dumps(). If using an unsupported type such as
pendulum.datetime, use default.",use unsupported type such_as pendulum.datetime,False,
orjson,"It is faster to have orjson serialize datetime objects than to do so
before calling dumps(). If using an unsupported type such as
pendulum.datetime, use default.",use default,False,
orjson,"To disable serialization of datetime objects specify the option
orjson.OPT_PASSTHROUGH_DATETIME.",specify option orjson.OPT_PASSTHROUGH_DATETIME,False,
orjson,"Enums with members that are not supported types can be serialized using
default:",use default,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"Enums with members that are not supported types can be serialized using
default:",serialize types,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson serializes and deserializes double precision floats with no loss of
precision and consistent rounding. The same behavior is observed in rapidjson,
simplejson, and json. ujson 1.35 was inaccurate in both serialization and
deserialization, i.e., it modifies the data, and the recent 2.0 release is
accurate.",modify data,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"JSON only requires that implementations accept integers with 53-bit precision.
orjson will, by default, serialize 64-bit integers. This is compatible with
the Python standard library and other non-browser implementations. For
transmitting JSON to a web browser or other strict implementations, dumps()
can be configured to raise a JSONEncodeError on values exceeding the
53-bit range.",serialize 64-bit integers by default,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"JSON only requires that implementations accept integers with 53-bit precision.
orjson will, by default, serialize 64-bit integers. This is compatible with
the Python standard library and other non-browser implementations. For
transmitting JSON to a web browser or other strict implementations, dumps()
can be configured to raise a JSONEncodeError on values exceeding the
53-bit range.",raise JSONEncodeError on values,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"JSON only requires that implementations accept integers with 53-bit precision.
orjson will, by default, serialize 64-bit integers. This is compatible with
the Python standard library and other non-browser implementations. For
transmitting JSON to a web browser or other strict implementations, dumps()
can be configured to raise a JSONEncodeError on values exceeding the
53-bit range.",configure dumps() for transmitting,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy.uint32 instances,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy.ndarray individual numpy.float64,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy.float32,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy.int64,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy.int32,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy.uint64,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson natively serializes numpy.ndarray and individual numpy.float64,
numpy.float32, numpy.int64, numpy.int32, numpy.uint64, and
numpy.uint32 instances. Arrays may have a
dtype of numpy.bool, numpy.float32, numpy.float64, numpy.int32,
numpy.int64, numpy.uint32, numpy.uint64, numpy.uintp, or numpy.intp.
orjson is faster than all compared libraries at serializing
numpy instances. Serializing numpy data requires specifying
option=orjson.OPT_SERIALIZE_NUMPY.",serialize numpy instances,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"If an array is not a contiguous C array or contains an supported datatype,
orjson falls through to default. In default, obj.tolist() can be
specified. If an array is malformed, which is not expected,
orjson.JSONEncodeError is raised.",specify obj.tolist() in default,False,
orjson,"If an array is not a contiguous C array or contains an supported datatype,
orjson falls through to default. In default, obj.tolist() can be
specified. If an array is malformed, which is not expected,
orjson.JSONEncodeError is raised.",raise orjson.JSONEncodeError,False,
orjson,"This measures serializing 92MiB of JSON from an numpy.ndarray with
dimensions of (50000, 100) and numpy.float64 values:",serialize 92MiB of JSON,False,
orjson,"This measures serializing 92MiB of JSON from an numpy.ndarray with
dimensions of (50000, 100) and numpy.float64 values:",serialize 92MiB from numpy.ndarray,False,
orjson,"This measures serializing 100MiB of JSON from an numpy.ndarray with
dimensions of (100000, 100) and numpy.int32 values:",serialize 100MiB of JSON,False,
orjson,"This measures serializing 100MiB of JSON from an numpy.ndarray with
dimensions of (100000, 100) and numpy.int32 values:",serialize 100MiB from numpy.ndarray,False,
orjson,"This measures serializing 105MiB of JSON from an numpy.ndarray with
dimensions of (100000, 200) and numpy.bool values:",serialize 105MiB of JSON,False,
orjson,"This measures serializing 105MiB of JSON from an numpy.ndarray with
dimensions of (100000, 200) and numpy.bool values:",serialize 105MiB from numpy.ndarray,False,
orjson,"In these benchmarks, orjson serializes natively, ujson is blank because it
does not support a default parameter, and the other libraries serialize
ndarray.tolist() via default. The RSS column measures peak memory
usage during serialization. This can be reproduced using the pynumpy script.",serialize ndarray.tolist() via default,False,
orjson,"In these benchmarks, orjson serializes natively, ujson is blank because it
does not support a default parameter, and the other libraries serialize
ndarray.tolist() via default. The RSS column measures peak memory
usage during serialization. This can be reproduced using the pynumpy script.",use pynumpy script,False,
orjson,"orjson does not have an installation or compilation dependency on numpy. The
implementation is independent, reading numpy.ndarray using
PyArrayInterface.",use PyArrayInterface,False,
orjson,"orjson is strict about UTF-8 conformance. This is stricter than the standard
library's json module, which will serialize and deserialize UTF-16 surrogates,
e.g., ""\ud800"", that are invalid UTF-8.",serialize UTF-16 surrogates,False,
orjson,"orjson is strict about UTF-8 conformance. This is stricter than the standard
library's json module, which will serialize and deserialize UTF-16 surrogates,
e.g., ""\ud800"", that are invalid UTF-8.",serialize json module,False,
orjson,"orjson is strict about UTF-8 conformance. This is stricter than the standard
library's json module, which will serialize and deserialize UTF-16 surrogates,
e.g., ""\ud800"", that are invalid UTF-8.",deserialize json module,False,
orjson,"If orjson.dumps() is given a str that does not contain valid UTF-8,
orjson.JSONEncodeError is raised. If loads() receives invalid UTF-8,
orjson.JSONDecodeError is raised.",raise orjson.JSONEncodeError,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"If orjson.dumps() is given a str that does not contain valid UTF-8,
orjson.JSONEncodeError is raised. If loads() receives invalid UTF-8,
orjson.JSONDecodeError is raised.",raise orjson.JSONDecodeError,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"To make a best effort at deserializing bad input, first decode bytes using
the replace or lossy argument for errors:",deserialize bad input,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"To make a best effort at deserializing bad input, first decode bytes using
the replace or lossy argument for errors:",use replace lossy argument for errors,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson serializes uuid.UUID instances to
RFC 4122 format, e.g.,
""f81d4fae-7dec-11d0-a765-00a0c91e6bf6"".",serialize uuid.UUID instances to RFC,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"The library has comprehensive tests. There are tests against fixtures in the
JSONTestSuite and
nativejson-benchmark
repositories. It is tested to not crash against the
Big List of Naughty Strings.
It is tested to not leak memory. It is tested to not crash
against and not accept invalid UTF-8. There are integration tests
exercising the library's use in web servers (gunicorn using multiprocess/forked
workers) and when
multithreaded. It also uses some tests from the ultrajson library.",use tests from ultrajson library,False,
orjson,"This shows that all libraries deserialize valid JSON but only orjson
correctly rejects the given invalid JSON fixtures. Errors are largely due to
accepting invalid strings and numbers.",deserialize valid JSON,False,
orjson,The graph above can be reproduced using the pycorrectness script.,use pycorrectness script,False,
orjson,"This measures, in the first column, RSS after importing a library and reading
the fixture, and in the second column, increases in RSS after repeatedly
calling loads() on the fixture.",import library,False,
orjson,"This measures, in the first column, RSS after importing a library and reading
the fixture, and in the second column, increases in RSS after repeatedly
calling loads() on the fixture.",read fixture,False,
orjson,"This measures, in the first column, RSS after importing a library and reading
the fixture, and in the second column, increases in RSS after repeatedly
calling loads() on the fixture.",call loads() on fixture,False,
orjson,"The above was measured using Python 3.8.3 on Linux (x86_64) with
orjson 3.3.0, ujson 3.0.0, python-rapidson 0.9.1, and simplejson 3.17.2.",use Python 3.8.3 with python-rapidson 0.9.1,False,
orjson,"The above was measured using Python 3.8.3 on Linux (x86_64) with
orjson 3.3.0, ujson 3.0.0, python-rapidson 0.9.1, and simplejson 3.17.2.",use Python 3.8.3 with simplejson 3.17.2,False,
orjson,"The above was measured using Python 3.8.3 on Linux (x86_64) with
orjson 3.3.0, ujson 3.0.0, python-rapidson 0.9.1, and simplejson 3.17.2.",use Python 3.8.3 with orjson 3.3.0,False,
orjson,"The above was measured using Python 3.8.3 on Linux (x86_64) with
orjson 3.3.0, ujson 3.0.0, python-rapidson 0.9.1, and simplejson 3.17.2.",use Python 3.8.3 with ujson 3.0.0,False,
orjson,"The above was measured using Python 3.8.3 on Linux (x86_64) with
orjson 3.3.0, ujson 3.0.0, python-rapidson 0.9.1, and simplejson 3.17.2.",use Python 3.8.3 on Linux,False,
orjson,"The latency results can be reproduced using the pybench and graph
scripts. The memory results can be reproduced using the pymem script.",use pybench graph scripts,False,
orjson,"The latency results can be reproduced using the pybench and graph
scripts. The memory results can be reproduced using the pymem script.",use pymem script,False,
orjson,"To package orjson requires Rust on the
nightly channel and the maturin
build tool. maturin can be installed from PyPI or packaged as
well. maturin can be invoked like:",install maturin from PyPI,True,http://web.archive.org/web/20200806114537/https://github.com/ijl/orjson
orjson,"orjson is tested for amd64 and aarch64 on Linux, macOS, and Windows. It
may not work on 32-bit targets. It should be compiled with
-C target-feature=+sse2 on amd64 and -C target-feature=+neon on arm7. musl
libc is not supported, but building with -C target-feature=-crt-static
will probably work. The recommended flags are specified in .cargo/config
and will apply unless RUSTFLAGS is set.",specify recommended flags,False,
orjson,"orjson is tested for amd64 and aarch64 on Linux, macOS, and Windows. It
may not work on 32-bit targets. It should be compiled with
-C target-feature=+sse2 on amd64 and -C target-feature=+neon on arm7. musl
libc is not supported, but building with -C target-feature=-crt-static
will probably work. The recommended flags are specified in .cargo/config
and will apply unless RUSTFLAGS is set.",set RUSTFLAGS,False,
orjson,"orjson's tests are included in the source distribution on PyPI. It is
necessarily to install dependencies from PyPI specified in
test/requirements.txt. These require a C compiler. The tests do not
make network requests.",include tests in source distribution,False,
orjson,"orjson's tests are included in the source distribution on PyPI. It is
necessarily to install dependencies from PyPI specified in
test/requirements.txt. These require a C compiler. The tests do not
make network requests.",install dependencies from PyPI,False,
orjson,"orjson's tests are included in the source distribution on PyPI. It is
necessarily to install dependencies from PyPI specified in
test/requirements.txt. These require a C compiler. The tests do not
make network requests.",specify  in test/requirements.txt,False,
orjson,The tests should be run as part of the build.,run tests,False,
orjson,"orjson was written by ijl <ijl@mailbox.org>, copyright 2018 - 2020, licensed
under either the Apache 2 or MIT licenses.",write orjson,False,
