Example,Extracted Function,Linked Function,Source File,Matched
"read_tuple_value(s, position, reentrances, match)","('read_tuple_value', ['s', 'position', 'reentrances', 'match'])","('FeatStructReader.read_tuple_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})",nltk\nltk\featstruct.py,True
"read_value(s, position, reentrances)","('read_value', ['s', 'position', 'reentrances'])","[('Feature.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('FeatStructReader.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['reentrances', 'position', 's'], 'opt_args': []})]",N/A,False
"read_var_value(s, position, reentrances, match)","('read_var_value', ['s', 'position', 'reentrances', 'match'])","('FeatStructReader.read_var_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['match', 'reentrances', 'position', 's'], 'opt_args': []})",nltk\nltk\featstruct.py,True
"class nltk.featstruct.Feature(name, default=None, display=None)","('nltk.featstruct.Feature', ['name', 'default', 'display'])","('Feature.__init__', ['positions', 'end'])",nltk\nltk\tbl\feature.py,True
"read_value(s, position, reentrances, parser)","('read_value', ['s', 'position', 'reentrances', 'parser'])","[('Feature.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('SlashFeature.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []}), ('RangeFeature.read_value', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['parser', 'reentrances', 'position', 's'], 'opt_args': []})]",N/A,False
"unify_base_values(fval1, fval2, bindings)","('unify_base_values', ['fval1', 'fval2', 'bindings'])","[('Feature.unify_base_values', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []}), ('RangeFeature.unify_base_values', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['bindings', 'fval2', 'fval1'], 'opt_args': []})]",N/A,False
"class nltk.featstruct.RangeFeature(name, default=None, display=None)","('nltk.featstruct.RangeFeature', ['name', 'default', 'display'])",['RangeFeature.__init__'],N/A,False
RANGE_RE = re.compile('(-?\\d+):(-?\\d+)'),"(None, [])",N/A,N/A,False
"class nltk.featstruct.SlashFeature(name, default=None, display=None)","('nltk.featstruct.SlashFeature', ['name', 'default', 'display'])",['SlashFeature.__init__'],N/A,False
"nltk.featstruct.conflicts(fstruct1, fstruct2, trace=0)","('nltk.featstruct.conflicts', ['fstruct1', 'fstruct2', 'trace'])","('nltk.conflicts', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['fstruct2', 'fstruct1'], 'opt_args': ['trace']})",nltk\nltk\featstruct.py,True
"nltk.featstruct.subsumes(fstruct1, fstruct2)","('nltk.featstruct.subsumes', ['fstruct1', 'fstruct2'])","('nltk.subsumes', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['fstruct2', 'fstruct1'], 'opt_args': []})",nltk\nltk\featstruct.py,True
"nltk.featstruct.unify(fstruct1, fstruct2, bindings=None, trace=False, fail=None, rename_vars=True, fs_class='default')","('nltk.featstruct.unify', ['fstruct1', 'fstruct2', 'bindings', 'trace', 'fail', 'rename_vars', 'fs_class'])","('nltk.unify', {'source_file': 'nltk\\nltk\\featstruct.py', 'req_args': ['fstruct2', 'fstruct1'], 'opt_args': ['fs_class', 'rename_vars', 'fail', 'trace', 'bindings']})",nltk\nltk\featstruct.py,True
"class nltk.grammar.CFG(start, productions, calculate_leftcorners=True)","('nltk.grammar.CFG', ['start', 'productions', 'calculate_leftcorners'])","('CFG.__init__', ['productions', 'start', 'calculate_leftcorners'])",nltk\nltk\grammar.py,True
"classmethod binarize(grammar, padding='@$@')","('binarize', ['grammar', 'padding'])","('CFG.binarize', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['grammar', 'cls'], 'opt_args': ['padding']})",nltk\nltk\grammar.py,True
check_coverage(tokens),"('check_coverage', ['tokens'])","('CFG.check_coverage', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['tokens'], 'opt_args': []})",nltk\nltk\grammar.py,True
"chomsky_normal_form(new_token_padding='@$@', flexible=False)","('chomsky_normal_form', ['new_token_padding', 'flexible'])","('CFG.chomsky_normal_form', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': [], 'opt_args': ['flexible', 'new_token_padding']})",nltk\nltk\grammar.py,True
classmethod eliminate_start(grammar),"('eliminate_start', ['grammar'])","('CFG.eliminate_start', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['grammar', 'cls'], 'opt_args': []})",nltk\nltk\grammar.py,True
"classmethod fromstring(input, encoding=None)","('fromstring', ['input', 'encoding'])","[('CFG.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': ['encoding']}), ('FeatureGrammar.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': ['encoding', 'fstruct_reader', 'logic_parser', 'features']}), ('PCFG.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': ['encoding']})]",N/A,False
is_binarised(),"(None, [])",N/A,N/A,False
is_chomsky_normal_form(),"(None, [])",N/A,N/A,False
is_flexible_chomsky_normal_form(),"(None, [])",N/A,N/A,False
"is_leftcorner(cat, left)","('is_leftcorner', ['cat', 'left'])","('CFG.is_leftcorner', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['left', 'cat'], 'opt_args': []})",nltk\nltk\grammar.py,True
is_lexical(),"(None, [])",N/A,N/A,False
is_nonempty(),"(None, [])",N/A,N/A,False
is_nonlexical(),"(None, [])",N/A,N/A,False
leftcorner_parents(cat),"('leftcorner_parents', ['cat'])","[('CFG.leftcorner_parents', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['cat'], 'opt_args': []}), ('FeatureGrammar.leftcorner_parents', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['cat'], 'opt_args': []})]",N/A,False
leftcorners(cat),"('leftcorners', ['cat'])","[('CFG.leftcorners', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['cat'], 'opt_args': []}), ('FeatureGrammar.leftcorners', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['cat'], 'opt_args': []})]",N/A,False
max_len(),"(None, [])",N/A,N/A,False
min_len(),"(None, [])",N/A,N/A,False
"productions(lhs=None, rhs=None, empty=False)","('productions', ['lhs', 'rhs', 'empty'])","[('CFG.productions', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': [], 'opt_args': ['empty', 'rhs', 'lhs']}), ('FeatureGrammar.productions', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': [], 'opt_args': ['empty', 'rhs', 'lhs']})]",N/A,False
classmethod remove_unitary_rules(grammar),"('remove_unitary_rules', ['grammar'])","('CFG.remove_unitary_rules', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['grammar', 'cls'], 'opt_args': []})",nltk\nltk\grammar.py,True
start(),"(None, [])",N/A,N/A,False
class nltk.grammar.DependencyGrammar(productions),"('nltk.grammar.DependencyGrammar', ['productions'])","('DependencyGrammar.__init__', ['productions'])",nltk\nltk\grammar.py,True
"contains(head, mod)","('contains', ['head', 'mod'])","[('DependencyGrammar.contains', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['mod', 'head'], 'opt_args': []}), ('ProbabilisticDependencyGrammar.contains', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['mod', 'head'], 'opt_args': []})]",N/A,False
classmethod fromstring(input),"('fromstring', ['input'])","[('CFG.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': ['encoding']}), ('FeatureGrammar.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': ['encoding', 'fstruct_reader', 'logic_parser', 'features']}), ('DependencyGrammar.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': []}), ('PCFG.fromstring', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['input', 'cls'], 'opt_args': ['encoding']})]",N/A,False
"class nltk.grammar.DependencyProduction(lhs, rhs)","('nltk.grammar.DependencyProduction', ['lhs', 'rhs'])",['DependencyProduction.__init__'],N/A,False
class nltk.grammar.Nonterminal(symbol),"('nltk.grammar.Nonterminal', ['symbol'])","('Nonterminal.__init__', ['symbol'])",nltk\nltk\grammar.py,True
symbol(),"(None, [])",N/A,N/A,False
"class nltk.grammar.PCFG(start, productions, calculate_leftcorners=True)","('nltk.grammar.PCFG', ['start', 'productions', 'calculate_leftcorners'])","('PCFG.__init__', ['productions', 'start', 'calculate_leftcorners'])",nltk\nltk\grammar.py,True
"class nltk.grammar.ProbabilisticDependencyGrammar(productions, events, tags)","('nltk.grammar.ProbabilisticDependencyGrammar', ['productions', 'events', 'tags'])","('ProbabilisticDependencyGrammar.__init__', ['tags', 'events', 'productions'])",nltk\nltk\grammar.py,True
"class nltk.grammar.ProbabilisticProduction(lhs, rhs, **prob)","('nltk.grammar.ProbabilisticProduction', ['lhs', 'rhs', 'prob'])","('ProbabilisticProduction.__init__', ['rhs', 'lhs', 'prob'])",nltk\nltk\grammar.py,True
"class nltk.grammar.Production(lhs, rhs)","('nltk.grammar.Production', ['lhs', 'rhs'])","('Production.__init__', ['rhs', 'lhs'])",nltk\nltk\grammar.py,True
lhs(),"(None, [])",N/A,N/A,False
rhs(),"(None, [])",N/A,N/A,False
"nltk.grammar.induce_pcfg(start, productions)","('nltk.grammar.induce_pcfg', ['start', 'productions'])","('nltk.induce_pcfg', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['productions', 'start'], 'opt_args': []})",nltk\nltk\grammar.py,True
nltk.grammar.nonterminals(symbols),"('nltk.grammar.nonterminals', ['symbols'])","('nltk.nonterminals', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['symbols'], 'opt_args': []})",nltk\nltk\grammar.py,True
"nltk.grammar.read_grammar(input, nonterm_parser, probabilistic=False, encoding=None)","('nltk.grammar.read_grammar', ['input', 'nonterm_parser', 'probabilistic', 'encoding'])","('nltk.read_grammar', {'source_file': 'nltk\\nltk\\grammar.py', 'req_args': ['nonterm_parser', 'input'], 'opt_args': ['encoding', 'probabilistic']})",nltk\nltk\grammar.py,True
nltk.help.brown_tagset(tagpattern=None),"('nltk.help.brown_tagset', ['tagpattern'])","('nltk.brown_tagset', {'source_file': 'nltk\\nltk\\help.py', 'req_args': [], 'opt_args': ['tagpattern']})",nltk\nltk\help.py,True
nltk.help.claws5_tagset(tagpattern=None),"('nltk.help.claws5_tagset', ['tagpattern'])","('nltk.claws5_tagset', {'source_file': 'nltk\\nltk\\help.py', 'req_args': [], 'opt_args': ['tagpattern']})",nltk\nltk\help.py,True
nltk.help.upenn_tagset(tagpattern=None),"('nltk.help.upenn_tagset', ['tagpattern'])","('nltk.upenn_tagset', {'source_file': 'nltk\\nltk\\help.py', 'req_args': [], 'opt_args': ['tagpattern']})",nltk\nltk\help.py,True
class nltk.probability.ConditionalFreqDist(cond_samples=None),"('nltk.probability.ConditionalFreqDist', ['cond_samples'])","('ConditionalFreqDist.__init__', ['cond_samples'])",nltk\nltk\probability.py,True
N(),"(None, [])",N/A,N/A,False
conditions(),"(None, [])",N/A,N/A,False
"plot(*args, **kwargs)","('plot', ['args', 'kwargs'])",N/A,N/A,False
"tabulate(*args, **kwargs)","('tabulate', ['args', 'kwargs'])",N/A,N/A,False
"class nltk.probability.ConditionalProbDist(cfdist, probdist_factory, *factory_args, **factory_kw_args)","('nltk.probability.ConditionalProbDist', ['cfdist', 'probdist_factory', 'factory_args', 'factory_kw_args'])","('ConditionalProbDist.__init__', ['probdist_factory', 'cfdist', 'factory_kw_args'])",nltk\nltk\probability.py,True
"class nltk.probability.CrossValidationProbDist(freqdists, bins)","('nltk.probability.CrossValidationProbDist', ['freqdists', 'bins'])","('CrossValidationProbDist.__init__', ['bins', 'freqdists'])",nltk\nltk\probability.py,True
discount(),"(None, [])",N/A,N/A,False
freqdists(),"(None, [])",N/A,N/A,False
prob(sample),"('prob', ['sample'])","[('ProbDistI.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('UniformProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('RandomProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('DictionaryProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('MLEProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('LidstoneProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('HeldoutProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('CrossValidationProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('WittenBellProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('SimpleGoodTuringProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('MutableProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []})]",N/A,False
samples(),"(None, [])",N/A,N/A,False
class nltk.probability.DictionaryConditionalProbDist(probdist_dict),"('nltk.probability.DictionaryConditionalProbDist', ['probdist_dict'])","('DictionaryConditionalProbDist.__init__', ['probdist_dict'])",nltk\nltk\probability.py,True
"class nltk.probability.DictionaryProbDist(prob_dict=None, log=False, normalize=False)","('nltk.probability.DictionaryProbDist', ['prob_dict', 'log', 'normalize'])","('DictionaryProbDist.__init__', ['normalize', 'log', 'prob_dict'])",nltk\nltk\probability.py,True
logprob(sample),"('logprob', ['sample'])","[('ProbDistI.logprob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('DictionaryProbDist.logprob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('MutableProbDist.logprob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []})]",N/A,False
max(),"(None, [])",N/A,N/A,False
"class nltk.probability.ELEProbDist(freqdist, bins=None)","('nltk.probability.ELEProbDist', ['freqdist', 'bins'])","('ELEProbDist.__init__', ['freqdist', 'bins'])",nltk\nltk\probability.py,True
class nltk.probability.FreqDist(samples=None),"('nltk.probability.FreqDist', ['samples'])","('FreqDist.__init__', ['samples'])",nltk\nltk\probability.py,True
B(),"(None, [])",N/A,N/A,False
"Nr(r, bins=None)","('Nr', ['r', 'bins'])","('FreqDist.Nr', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['r'], 'opt_args': ['bins']})",nltk\nltk\probability.py,True
copy(),"(None, [])",N/A,N/A,False
freq(sample),"('freq', ['sample'])","('FreqDist.freq', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []})",nltk\nltk\probability.py,True
hapaxes(),"(None, [])",N/A,N/A,False
pformat(maxlen=10),"('pformat', ['maxlen'])","('FreqDist.pformat', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': [], 'opt_args': ['maxlen']})",nltk\nltk\probability.py,True
"pprint(maxlen=10, stream=None)","('pprint', ['maxlen', 'stream'])","('FreqDist.pprint', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': [], 'opt_args': ['stream', 'maxlen']})",nltk\nltk\probability.py,True
r_Nr(bins=None),"('r_Nr', ['bins'])","('FreqDist.r_Nr', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': [], 'opt_args': ['bins']})",nltk\nltk\probability.py,True
"setdefault(key, val)","('setdefault', ['key', 'val'])","('FreqDist.setdefault', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['val', 'key'], 'opt_args': []})",nltk\nltk\probability.py,True
"update(*args, **kwargs)","('update', ['args', 'kwargs'])",N/A,N/A,False
"class nltk.probability.HeldoutProbDist(base_fdist, heldout_fdist, bins=None)","('nltk.probability.HeldoutProbDist', ['base_fdist', 'heldout_fdist', 'bins'])","('HeldoutProbDist.__init__', ['heldout_fdist', 'base_fdist', 'bins'])",nltk\nltk\probability.py,True
base_fdist(),"(None, [])",N/A,N/A,False
heldout_fdist(),"(None, [])",N/A,N/A,False
class nltk.probability.ImmutableProbabilisticMixIn(**kwargs),"('nltk.probability.ImmutableProbabilisticMixIn', ['kwargs'])",['ImmutableProbabilisticMixIn.__init__'],N/A,False
set_logprob(prob),"('set_logprob', ['prob'])","('ImmutableProbabilisticMixIn.set_logprob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['prob'], 'opt_args': []})",nltk\nltk\probability.py,True
set_prob(prob),"('set_prob', ['prob'])","[('ProbabilisticMixIn.set_prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['prob'], 'opt_args': []}), ('ImmutableProbabilisticMixIn.set_prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['prob'], 'opt_args': []})]",N/A,False
"class nltk.probability.KneserNeyProbDist(freqdist, bins=None, discount=0.75)","('nltk.probability.KneserNeyProbDist', ['freqdist', 'bins', 'discount'])","('KneserNeyProbDist.__init__', ['freqdist', 'discount', 'bins'])",nltk\nltk\probability.py,True
prob(trigram),"('prob', ['trigram'])","('KneserNeyProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['trigram'], 'opt_args': []})",nltk\nltk\probability.py,True
set_discount(discount),"('set_discount', ['discount'])","('KneserNeyProbDist.set_discount', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['discount'], 'opt_args': []})",nltk\nltk\probability.py,True
"class nltk.probability.LaplaceProbDist(freqdist, bins=None)","('nltk.probability.LaplaceProbDist', ['freqdist', 'bins'])","('LaplaceProbDist.__init__', ['freqdist', 'bins'])",nltk\nltk\probability.py,True
"class nltk.probability.LidstoneProbDist(freqdist, gamma, bins=None)","('nltk.probability.LidstoneProbDist', ['freqdist', 'gamma', 'bins'])","('LidstoneProbDist.__init__', ['gamma', 'freqdist', 'bins'])",nltk\nltk\probability.py,True
freqdist(),"(None, [])",N/A,N/A,False
"class nltk.probability.MLEProbDist(freqdist, bins=None)","('nltk.probability.MLEProbDist', ['freqdist', 'bins'])","('MLEProbDist.__init__', ['freqdist', 'bins'])",nltk\nltk\probability.py,True
"class nltk.probability.MutableProbDist(prob_dist, samples, store_logs=True)","('nltk.probability.MutableProbDist', ['prob_dist', 'samples', 'store_logs'])","('MutableProbDist.__init__', ['samples', 'prob_dist', 'store_logs'])",nltk\nltk\probability.py,True
"update(sample, prob, log=True)","('update', ['sample', 'prob', 'log'])","('MutableProbDist.update', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['prob', 'sample'], 'opt_args': ['log']})",nltk\nltk\probability.py,True
generate(),"(None, [])",N/A,N/A,False
abstract max(),"(None, [])",N/A,N/A,False
abstract prob(sample),"('prob', ['sample'])","[('ProbDistI.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('UniformProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('RandomProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('DictionaryProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('MLEProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('LidstoneProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('HeldoutProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('CrossValidationProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('WittenBellProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('SimpleGoodTuringProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []}), ('MutableProbDist.prob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['sample'], 'opt_args': []})]",N/A,False
abstract samples(),"(None, [])",N/A,N/A,False
class nltk.probability.ProbabilisticMixIn(**kwargs),"('nltk.probability.ProbabilisticMixIn', ['kwargs'])","('ProbabilisticMixIn.__init__', ['kwargs'])",nltk\nltk\probability.py,True
logprob(),"(None, [])",N/A,N/A,False
prob(),"(None, [])",N/A,N/A,False
set_logprob(logprob),"('set_logprob', ['logprob'])","('ProbabilisticMixIn.set_logprob', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['logprob'], 'opt_args': []})",nltk\nltk\probability.py,True
"class nltk.probability.SimpleGoodTuringProbDist(freqdist, bins=None)","('nltk.probability.SimpleGoodTuringProbDist', ['freqdist', 'bins'])","('SimpleGoodTuringProbDist.__init__', ['freqdist', 'bins'])",nltk\nltk\probability.py,True
check(),"(None, [])",N/A,N/A,False
"find_best_fit(r, nr)","('find_best_fit', ['r', 'nr'])","('SimpleGoodTuringProbDist.find_best_fit', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['nr', 'r'], 'opt_args': []})",nltk\nltk\probability.py,True
smoothedNr(r),"('smoothedNr', ['r'])","('SimpleGoodTuringProbDist.smoothedNr', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['r'], 'opt_args': []})",nltk\nltk\probability.py,True
class nltk.probability.UniformProbDist(samples),"('nltk.probability.UniformProbDist', ['samples'])","('UniformProbDist.__init__', ['samples'])",nltk\nltk\probability.py,True
"class nltk.probability.WittenBellProbDist(freqdist, bins=None)","('nltk.probability.WittenBellProbDist', ['freqdist', 'bins'])","('WittenBellProbDist.__init__', ['freqdist', 'bins'])",nltk\nltk\probability.py,True
"nltk.probability.add_logs(logx, logy)","('nltk.probability.add_logs', ['logx', 'logy'])","('nltk.add_logs', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['logy', 'logx'], 'opt_args': []})",nltk\nltk\probability.py,True
nltk.probability.entropy(pdist),"('nltk.probability.entropy', ['pdist'])","('nltk.entropy', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['pdist'], 'opt_args': []})",nltk\nltk\probability.py,True
"nltk.probability.log_likelihood(test_pdist, actual_pdist)","('nltk.probability.log_likelihood', ['test_pdist', 'actual_pdist'])",N/A,N/A,False
nltk.probability.sum_logs(logs),"('nltk.probability.sum_logs', ['logs'])","('nltk.sum_logs', {'source_file': 'nltk\\nltk\\probability.py', 'req_args': ['logs'], 'opt_args': []})",nltk\nltk\probability.py,True
"class nltk.text.ConcordanceIndex(tokens, key= ConcordanceIndex.>)","(None, [])",N/A,N/A,False
"find_concordance(word, width=80)","('find_concordance', ['word', 'width'])","('ConcordanceIndex.find_concordance', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': ['width']})",nltk\nltk\text.py,True
offsets(word),"('offsets', ['word'])","('ConcordanceIndex.offsets', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': []})",nltk\nltk\text.py,True
"print_concordance(word, width=80, lines=25)","('print_concordance', ['word', 'width', 'lines'])","('ConcordanceIndex.print_concordance', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})",nltk\nltk\text.py,True
tokens(),"(None, [])",N/A,N/A,False
"class nltk.text.ContextIndex(tokens, context_func=None, filter=None, key= ContextIndex.>)","(None, [])",N/A,N/A,False
"common_contexts(words, fail_on_unknown=False)","('common_contexts', ['words', 'fail_on_unknown'])","('ContextIndex.common_contexts', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['words'], 'opt_args': ['fail_on_unknown']})",nltk\nltk\text.py,True
"similar_words(word, n=20)","('similar_words', ['word', 'n'])","('ContextIndex.similar_words', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': ['n']})",nltk\nltk\text.py,True
word_similarity_dict(word),"('word_similarity_dict', ['word'])","('ContextIndex.word_similarity_dict', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': []})",nltk\nltk\text.py,True
"class nltk.text.Text(tokens, name=None)","('nltk.text.Text', ['tokens', 'name'])","('Text.__init__', ['tokens', 'name'])",nltk\nltk\text.py,True
"collocation_list(num=20, window_size=2)","('collocation_list', ['num', 'window_size'])","('Text.collocation_list', {'source_file': 'nltk\\nltk\\text.py', 'req_args': [], 'opt_args': ['window_size', 'num']})",nltk\nltk\text.py,True
"collocations(num=20, window_size=2)","('collocations', ['num', 'window_size'])","('Text.collocations', {'source_file': 'nltk\\nltk\\text.py', 'req_args': [], 'opt_args': ['window_size', 'num']})",nltk\nltk\text.py,True
"common_contexts(words, num=20)","('common_contexts', ['words', 'num'])","('Text.common_contexts', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['words'], 'opt_args': ['num']})",nltk\nltk\text.py,True
"concordance(word, width=79, lines=25)","('concordance', ['word', 'width', 'lines'])","('Text.concordance', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})",nltk\nltk\text.py,True
"concordance_list(word, width=79, lines=25)","('concordance_list', ['word', 'width', 'lines'])","('Text.concordance_list', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})",nltk\nltk\text.py,True
count(word),"('count', ['word'])","('Text.count', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': []})",nltk\nltk\text.py,True
dispersion_plot(words),"('dispersion_plot', ['words'])","[('Text.dispersion_plot', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['words'], 'opt_args': []}), ('nltk.dispersion_plot', {'source_file': 'nltk\\nltk\\draw\\dispersion.py', 'req_args': ['words', 'text'], 'opt_args': ['title', 'ignore_case']})]",N/A,False
findall(regexp),"('findall', ['regexp'])","[('TokenSearcher.findall', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['regexp'], 'opt_args': []}), ('Text.findall', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['regexp'], 'opt_args': []})]",N/A,False
"generate(length=100, text_seed=None, random_seed=42)","('generate', ['length', 'text_seed', 'random_seed'])","('Text.generate', {'source_file': 'nltk\\nltk\\text.py', 'req_args': [], 'opt_args': ['random_seed', 'text_seed', 'length']})",nltk\nltk\text.py,True
index(word),"('index', ['word'])","('Text.index', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['word'], 'opt_args': []})",nltk\nltk\text.py,True
plot(*args),"('plot', ['args'])",N/A,N/A,False
readability(method),"('readability', ['method'])","('Text.readability', {'source_file': 'nltk\\nltk\\text.py', 'req_args': ['method'], 'opt_args': []})",nltk\nltk\text.py,True
