pandas.core.groupby.SeriesGroupBy.get_group, 
pandas.core.groupby.DataFrameGroupBy.sum, 
pandas.core.groupby.DataFrameGroupBy.all, 73819322
pandas.core.groupby.SeriesGroupBy.prod, 
pandas.core.groupby.DataFrameGroupBy.apply, 
pandas.core.groupby.DataFrameGroupBy.nunique, 
pandas.core.groupby.SeriesGroupBy.idxmax, 
pandas.core.groupby.DataFrameGroupBy.count, 
pandas.core.groupby.SeriesGroupBy.rank, 
pandas.core.groupby.SeriesGroupBy.diff, 
pandas.core.groupby.SeriesGroupBy.cumsum, 
pandas.core.groupby.SeriesGroupBy.rolling, 
pandas.core.groupby.SeriesGroupBy.first, 
pandas.core.groupby.SeriesGroupBy.nsmallest, 
pandas.core.groupby.SeriesGroupBy.cov, 
pandas.core.groupby.SeriesGroupBy.min, 
pandas.core.groupby.DataFrameGroupBy.corrwith, 
pandas.core.groupby.DataFrameGroupBy.skew, 
pandas.core.groupby.DataFrameGroupBy.ffill, 
pandas.core.groupby.SeriesGroupBy.nunique, 
pandas.core.groupby.DataFrameGroupBy.boxplot, 
pandas.core.groupby.SeriesGroupBy.std, 
pandas.core.groupby.SeriesGroupBy.count, 
pandas.core.groupby.SeriesGroupBy.median, 
pandas.core.groupby.SeriesGroupBy.pct_change, 
pandas.core.groupby.SeriesGroupBy.shift, 
pandas.core.groupby.DataFrameGroupBy.bfill, 
pandas.core.groupby.DataFrameGroupBy.transform, 
pandas.core.groupby.SeriesGroupBy.nlargest, 
pandas.core.groupby.SeriesGroupBy.apply, 
pandas.core.groupby.DataFrameGroupBy.cumprod, 
pandas.core.groupby.SeriesGroupBy.bfill, 
pandas.core.groupby.DataFrameGroupBy.agg, 
pandas.core.groupby.DataFrameGroupBy.corr, 
pandas.core.groupby.SeriesGroupBy.take, 
pandas.core.groupby.SeriesGroupBy.corr, 
pandas.core.groupby.DataFrameGroupBy.min, 
pandas.core.groupby.DataFrameGroupBy.sem, 
pandas.core.groupby.SeriesGroupBy.ohlc, 
pandas.testing.assert_index_equal, 
pandas.core.groupby.DataFrameGroupBy.shift, 
pandas.core.groupby.SeriesGroupBy.value_counts, 
pandas.core.groupby.DataFrameGroupBy.rank, 
pandas.core.groupby.SeriesGroupBy.cummin, 
pandas.errors.InvalidVersion, 
pandas.core.groupby.DataFrameGroupBy.filter, 
pandas.core.groupby.DataFrameGroupBy.head, 
pandas.core.groupby.SeriesGroupBy.ngroup, 
pandas.core.groupby.DataFrameGroupBy.prod, 
pandas.errors.ClosedFileError, 
pandas.core.groupby.SeriesGroupBy.head, 
pandas.core.groupby.DataFrameGroupBy.diff, 
pandas.core.groupby.SeriesGroupBy.filter, 
pandas.core.groupby.SeriesGroupBy.agg, 
pandas.core.groupby.DataFrameGroupBy.std, 
pandas.errors.EmptyDataError, 72998901,73968299
pandas.core.groupby.DataFrameGroupBy.any, 
pandas.errors.ValueLabelTypeMismatch, 
pandas.core.groupby.DataFrameGroupBy.last, 
pandas.errors.LossySetitemError, 
pandas.errors.NumExprClobberingError, 
pandas.errors.OutOfBoundsDatetime, 
pandas.core.groupby.DataFrameGroupBy.aggregate, 
pandas.core.groupby.DataFrameGroupBy.cummin, 
pandas.errors.NoBufferPresent, 
pandas.core.groupby.SeriesGroupBy.cumcount, 
pandas.errors.PossibleDataLossError, 
pandas.errors.DatabaseError, 75674167,75437382
pandas.errors.DtypeWarning, 
pandas.core.groupby.DataFrameGroupBy.hist, 
pandas.errors.DataError, 
pandas.errors.UnsupportedFunctionCall, 73979100,73233830
pandas.errors.NullFrequencyError, 
pandas.errors.IncompatibilityWarning, 
pandas.errors.PerformanceWarning, 
pandas.errors.CSSWarning, 
pandas.errors.ParserWarning, 
pandas.errors.IntCastingNaNError, 74993743
pandas.errors.SettingWithCopyWarning, 
pandas.errors.PossiblePrecisionLoss, 
pandas.errors.OutOfBoundsTimedelta, 
pandas.testing.assert_series_equal, 
pandas.errors.CategoricalConversionWarning, 
pandas.testing.assert_extension_array_equal, 
pandas.errors.NumbaUtilError, 
pandas.errors.ParserError, 51536708,76017730,73650113,75639090,75141260,73581775,76958046,76835343,76184197,73579862,75828976,73860473
pandas.errors.ChainedAssignmentError, 
pandas.errors.SpecificationError, 
pandas.errors.InvalidComparison, 
pandas.errors.AttributeConflictWarning, 
pandas.errors.PyperclipException, 
pandas.errors.UndefinedVariableError, 74849597
pandas.errors.InvalidColumnName, 
pandas.notnull, 27754891,76315748
pandas.api.interchange.from_dataframe, 
pandas.Series.plot.density, 70972793
pandas.Series.cat, 73656526
pandas.Series.infer_objects, 
pandas.Series.sub, 
pandas.Series.plot.box, 
pandas.errors.PyperclipWindowsException, 
pandas.Series.dt.round, 
pandas.Series.to_sql, 
pandas.Series.str.casefold, 
pandas.isnull, 27754891,76991994,76879828
pandas.pivot, 47392331,43172970,31661604,77319901,27302220,20119414,42099024,43756052,42876278,39273441,44513488,78159962,77917091,77429177,77475372,77459646,75827088,74214041,74858925,74208885,73592043,73399713,77897888,77876361,76638149,76572850,76393921,76274063,76051008,76050912,75989151,75995382,75901676,75607069,75560887,75511713,75464252,75461359,75380121,75360168,75324700,74936103,74293437,74545651,74467730,74412116,74172484,74150887,73920596,70552379,73461079,73459782,58020673,76418879,51313369,78079000,77977821,77792672,77524915,77331982,77257908,76715011,76583860,76449353,76351082,76183987,76150773,76058271,75867922,75554436,75518746,75363621,75318128,75273498,75212145,75159186,74994530,74446444,74219703,74137744,73966649,73802333,73750293,73691260,73628579,73603656,67790503,73289868,73347379,73278601,73196573,73172539,78205448,73667616,78052480,77754109,77030491,75150075,75143012,73198650
pandas.Series.rsub, 
pandas.Series.mul, 
pandas.Series.clip, 
pandas.Series.dt.normalize, 
pandas.Series.pad, 
pandas.Series.dt.to_period, 
pandas.Series.equals, 
pandas.Series.sparse.to_coo, 
pandas.Series.dt.as_unit, 
pandas.Series.truediv, 
pandas.Series.set_flags, 
pandas.Series.to_xarray, 
pandas.Series.squeeze, 
pandas.Series.to_pickle, 
pandas.Series.plot.barh, 
pandas.DataFrame.sparse, 
pandas.Series.plot.area, 
pandas.Series.kurtosis, 
pandas.Series.sparse, 
pandas.Series.aggregate, 
pandas.Index.str, 
pandas.Series.bool, 75159905
pandas.Series.any, 73813602,78003185
pandas.Series.rfloordiv, 
pandas.Series.rpow, 74127325
pandas.Series.dt.ceil, 
pandas.Series.pipe, 
pandas.Series.droplevel, 
pandas.Series.all, 73813602
pandas.Series.rtruediv, 
pandas.Series.plot.bar, 33149428,41778964,64342716,78038874,40315878,42648108,42151637,77417291,75324700,75223384,77542976,75334704,78250535,73232613
pandas.Series.radd, 
pandas.Series.between_time, 75402006
pandas.Series.notnull, 
pandas.Series.prod, 
pandas.Series.backfill, 77780228
pandas.Series.rmod, 
pandas.Series.rdiv, 
pandas.Series.first, 74605469,75352739
pandas.Series.str, 39359601,57875099,76234657,73624142,73438166,74615095,77385112,69188247,74829741,74322614,73333230
pandas.Series.to_excel, 
pandas.Series.product, 
pandas.Series.factorize, 
pandas.Series.dt.floor, 74758443
pandas.Series.last, 
pandas.Series.rmul, 
pandas.Series.var, 
pandas.Series.filter, 
pandas.Series.div, 78245458
pandas.Series.dt.tz_convert, 
pandas.Series.to_csv, 
pandas.Series.isnull, 
pandas.Series.at_time, 
pandas.Series.to_string, 
pandas.Series.xs, 
pandas.Series.dt, 74660556,74758443
pandas.Series.to_clipboard, 
pandas.Index.nunique, 
pandas.CategoricalIndex.remove_categories, 
pandas.Index.searchsorted, 
pandas.MultiIndex.to_flat_index, 
pandas.TimedeltaIndex.floor, 
pandas.MultiIndex.to_frame, 76632765
pandas.DatetimeIndex.snap, 
pandas.IntervalIndex.get_indexer, 
pandas.CategoricalIndex.rename_categories, 
pandas.MultiIndex.reorder_levels, 
pandas.IntervalIndex.overlaps, 
pandas.TimedeltaIndex.to_series, 
pandas.TimedeltaIndex.as_unit, 
pandas.MultiIndex.droplevel, 
pandas.TimedeltaIndex.round, 
pandas.MultiIndex.set_levels, 75512205
pandas.MultiIndex.truncate, 
pandas.MultiIndex.append, 
pandas.PeriodIndex.asfreq, 
pandas.DatetimeIndex.std, 
pandas.DatetimeIndex.tz_convert, 
pandas.DatetimeIndex.round, 
pandas.CategoricalIndex.remove_unused_categories, 
pandas.CategoricalIndex.add_categories, 
pandas.IntervalIndex.contains, 
pandas.TimedeltaIndex.to_pytimedelta, 
pandas.MultiIndex.drop, 49034807
pandas.DatetimeIndex.normalize, 
pandas.DatetimeIndex.to_frame, 
pandas.Index.shift, 
pandas.MultiIndex.copy, 
pandas.IntervalIndex.to_tuples, 
pandas.PeriodIndex.strftime, 
pandas.DatetimeIndex.indexer_between_time, 
pandas.TimedeltaIndex.mean, 
pandas.IntervalIndex.set_closed, 
pandas.MultiIndex.get_loc, 
pandas.DatetimeIndex.to_series, 
pandas.DatetimeIndex.indexer_at_time, 
pandas.DatetimeIndex.mean, 
pandas.DatetimeIndex.month_name, 
pandas.DatetimeIndex.to_pydatetime, 
pandas.Index.argmin, 
pandas.MultiIndex.set_codes, 
pandas.MultiIndex.get_indexer, 
pandas.TimedeltaIndex.ceil, 
pandas.MultiIndex.get_level_values, 
pandas.DatetimeIndex.strftime, 
pandas.MultiIndex.swaplevel, 
pandas.Index.argmax, 
pandas.TimedeltaIndex.to_frame,
